Candidate,Shuffle0_Trial0,Shuffle0_Trial1,Shuffle0_Trial2,Shuffle0_Trial3,Shuffle0_Trial4,Shuffle1_Trial0,Shuffle1_Trial1,Shuffle1_Trial2,Shuffle1_Trial3,Shuffle1_Trial4,Shuffle2_Trial0,Shuffle2_Trial1,Shuffle2_Trial2,Shuffle2_Trial3,Shuffle2_Trial4
135,11,11,12,12,12,12,12,10,12,11,11,11,10,11,12
136,6,9,5,6,6,6,7,6,7,6,6,7,6,7,6
137,9,10,8,10,10,9,10,13,9,10,10,9,9,9,9
138,2,2,2,2,2,3,3,3,3,3,3,2,2,2,2
139,15,15,15,15,15,14,15,15,14,15,15,15,15,14,15
140,12,12,11,11,11,11,13,11,11,12,12,10,11,10,11
141,3,3,3,3,3,2,2,2,2,2,4,3,3,3,3
142,4,4,4,4,4,4,4,4,6,4,2,4,4,4,4
143,14,14,14,14,14,15,14,14,15,14,14,14,14,13,14
144,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
145,13,13,13,13,13,13,11,12,13,13,13,12,13,12,13
146,5,5,6,5,5,5,5,5,5,5,5,6,5,6,5
147,7,6,10,7,7,10,9,9,10,9,9,13,12,,10
148,8,8,7,9,9,7,6,7,8,7,7,8,8,8,7
149,10,7,9,8,8,8,8,8,4,8,8,5,7,5,8
