Candidate,Shuffle0_Trial0,Shuffle0_Trial1,Shuffle0_Trial2,Shuffle0_Trial3,Shuffle0_Trial4,Shuffle1_Trial0,Shuffle1_Trial1,Shuffle1_Trial2,Shuffle1_Trial3,Shuffle1_Trial4,Shuffle2_Trial0,Shuffle2_Trial1,Shuffle2_Trial2,Shuffle2_Trial3,Shuffle2_Trial4
30,3,4,4,3,4,3,4,3,4,4,4,4,4,,4
31,6,6,6,6,6,6,6,9,6,6,6,5,6,,6
32,11,12,12,10,13,13,13,13,13,13,14,13,13,,13
33,13,10,13,13,11,12,12,12,12,12,12,12,12,,12
34,8,,8,8,8,7,7,6,7,7,9,7,9,,7
35,7,7,7,7,7,10,9,10,9,10,7,8,8,,8
36,5,3,3,4,3,4,3,4,3,3,3,3,3,,3
37,14,13,14,14,14,15,15,14,14,15,13,14,14,,14
38,9,9,10,11,12,8,8,7,8,8,11,11,11,,11
39,10,8,9,9,10,9,10,8,11,11,10,10,10,,10
40,4,5,5,5,5,5,5,5,5,5,5,6,5,,5
41,15,14,15,15,15,14,14,15,15,14,15,15,15,,15
42,12,11,11,12,9,11,11,11,10,9,8,9,7,,9
43,2,2,2,2,2,2,2,2,2,2,2,2,2,,2
44,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
