Candidate,Shuffle0_Trial0,Shuffle0_Trial1,Shuffle0_Trial2,Shuffle0_Trial3,Shuffle0_Trial4,Shuffle1_Trial0,Shuffle1_Trial1,Shuffle1_Trial2,Shuffle1_Trial3,Shuffle1_Trial4,Shuffle2_Trial0,Shuffle2_Trial1,Shuffle2_Trial2,Shuffle2_Trial3,Shuffle2_Trial4
285,14,14,14,14,14,11,14,14,14,14,15,15,15,14,14
286,4,4,4,3,2,4,4,4,4,4,4,4,4,4,4
287,2,3,2,5,4,2,2,2,2,2,3,3,3,2,3
288,3,2,3,4,3,3,3,3,3,3,2,2,2,3,2
289,7,6,7,2,6,8,7,8,7,8,7,7,7,7,7
290,8,8,9,8,8,15,15,9,9,7,8,10,9,9,9
291,13,13,13,13,13,12,13,13,13,13,12,13,13,13,13
292,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
293,15,15,15,15,15,14,9,15,15,15,14,14,14,15,15
294,11,11,12,11,11,10,10,10,11,10,11,9,11,11,11
295,6,5,6,7,7,7,8,7,8,9,6,6,6,6,6
296,9,9,8,10,9,6,5,6,6,6,9,8,8,8,8
297,12,10,11,9,12,13,11,11,10,11,10,11,10,10,10
298,5,7,5,6,5,5,6,5,5,5,5,5,5,5,5
299,10,12,10,12,10,9,12,12,12,12,13,12,12,12,12
