Candidate,Shuffle0_Trial0,Shuffle0_Trial1,Shuffle0_Trial2,Shuffle0_Trial3,Shuffle0_Trial4,Shuffle1_Trial0,Shuffle1_Trial1,Shuffle1_Trial2,Shuffle1_Trial3,Shuffle1_Trial4,Shuffle2_Trial0,Shuffle2_Trial1,Shuffle2_Trial2,Shuffle2_Trial3,Shuffle2_Trial4
60,5,5,5,5,8,5,5,6,5,5,7,5,6,4,5
61,2,2,2,2,4,2,3,2,2,2,3,2,2,1,1
62,15,15,14,15,15,15,15,14,14,15,14,15,14,15,14
63,3,3,3,3,5,3,2,3,3,1,2,3,3,3,3
64,12,12,12,12,6,12,13,12,13,13,13,13,12,13,12
65,9,9,9,9,10,9,11,8,11,9,9,9,9,9,9
66,8,8,8,8,2,8,8,10,8,8,6,8,8,8,8
67,1,1,1,1,13,1,1,1,1,3,1,1,1,2,2
68,4,4,4,4,7,4,4,4,4,4,4,4,4,6,4
69,6,6,6,6,3,6,6,5,6,6,5,6,5,5,6
70,14,14,15,14,14,14,14,15,15,14,15,14,15,14,15
71,11,11,11,11,1,10,9,11,9,10,10,10,11,10,10
72,10,10,10,10,12,11,10,9,10,11,12,11,10,12,11
73,13,13,13,13,11,13,12,13,12,12,11,12,13,11,13
74,7,7,7,7,9,7,7,7,7,7,8,7,7,7,7
