Candidate,Shuffle0_Trial0,Shuffle0_Trial1,Shuffle0_Trial2,Shuffle0_Trial3,Shuffle0_Trial4,Shuffle1_Trial0,Shuffle1_Trial1,Shuffle1_Trial2,Shuffle1_Trial3,Shuffle1_Trial4,Shuffle2_Trial0,Shuffle2_Trial1,Shuffle2_Trial2,Shuffle2_Trial3,Shuffle2_Trial4
120,2,15,15,15,15,15,15,15,15,15,15,15,15,15,15
121,10,9,9,9,9,9,9,9,9,9,10,9,8,9,9
122,4,13,13,14,13,12,13,13,13,13,13,11,13,13,13
123,3,14,14,13,14,14,14,14,14,14,14,14,14,14,14
124,6,10,11,11,12,13,12,12,12,12,12,12,12,12,11
125,8,8,8,8,8,8,8,8,8,8,8,7,10,8,8
126,12,4,4,4,4,4,4,4,4,4,4,4,4,4,4
127,1,6,5,6,5,5,5,5,5,5,5,5,5,5,5
128,7,3,3,3,3,3,3,3,3,3,3,3,3,3,3
129,13,5,6,5,6,6,6,6,6,6,6,8,6,6,6
130,11,12,10,10,10,11,10,10,10,10,9,10,9,10,10
131,4,7,7,7,7,7,7,7,7,7,7,6,7,7,7
132,9,1,1,1,1,1,1,1,2,1,1,1,1,1,1
133,5,11,12,12,11,10,11,11,11,11,11,13,11,11,12
134,4,2,2,2,2,2,2,2,1,2,2,2,2,2,2
