Candidate,Shuffle0_Trial0,Shuffle0_Trial1,Shuffle0_Trial2,Shuffle0_Trial3,Shuffle0_Trial4,Shuffle1_Trial0,Shuffle1_Trial1,Shuffle1_Trial2,Shuffle1_Trial3,Shuffle1_Trial4,Shuffle2_Trial0,Shuffle2_Trial1,Shuffle2_Trial2,Shuffle2_Trial3,Shuffle2_Trial4
195,14,14,14,14,14,12,4,14,14,13,13,12,12,12,14
196,11,12,11,11,12,10,6,11,11,11,10,10,10,10,11
197,4,4,4,4,4,7,1,5,5,5,3,5,5,5,5
198,5,5,5,5,6,4,2,4,4,3,4,3,4,4,4
199,1,1,1,1,1,1,13,1,1,1,1,1,1,1,1
200,13,13,12,12,13,13,15,13,13,14,12,14,14,14,12
201,12,11,13,13,11,14,10,12,12,12,14,13,13,13,13
202,3,3,3,3,2,3,14,3,3,4,5,4,3,3,3
203,10,7,10,10,7,11,7,10,10,10,11,11,11,11,10
204,6,6,6,6,3,6,9,6,6,6,7,6,7,6,7
205,2,2,2,2,5,2,12,2,2,2,2,2,2,2,2
206,9,9,9,9,9,9,5,9,9,9,8,9,8,9,9
207,15,15,15,15,15,15,11,15,15,15,15,15,15,15,15
208,8,8,8,7,8,8,3,8,8,8,6,8,6,8,6
209,7,10,7,8,10,5,8,7,7,7,9,7,9,7,8
