Candidate,Shuffle0_Trial0,Shuffle0_Trial1,Shuffle0_Trial2,Shuffle0_Trial3,Shuffle0_Trial4,Shuffle1_Trial0,Shuffle1_Trial1,Shuffle1_Trial2,Shuffle1_Trial3,Shuffle1_Trial4,Shuffle2_Trial0,Shuffle2_Trial1,Shuffle2_Trial2,Shuffle2_Trial3,Shuffle2_Trial4
255,8,11,8,7,6,9,7,7,8,8,7,8,5,7,12
256,1,12,1,1,3,1,8,1,4,1,1,1,1,1,1
257,5,10,5,5,9,5,11,11,12,15,5,7,10,4,7
258,12,14,11,14,13,13,12,14,15,12,13,12,14,12,13
259,14,13,13,12,14,15,3,13,10,14,14,14,13,14,14
260,3,6,3,3,1,3,13,3,13,3,8,5,7,3,6
261,13,1,12,13,5,14,1,12,1,13,12,13,12,13,4
262,6,9,6,6,10,6,4,4,9,4,4,6,8,5,8
263,9,8,10,9,8,10,10,10,11,9,9,9,11,9,10
264,7,4,7,8,7,8,6,6,6,7,6,4,4,8,9
265,15,15,15,15,15,12,5,15,7,11,15,15,15,15,15
266,10,2,9,10,11,7,15,8,3,6,10,10,9,10,2
267,4,5,4,4,4,4,9,5,5,5,3,3,3,6,11
268,2,7,2,2,2,2,14,2,14,2,2,2,2,2,5
269,11,3,14,11,12,11,2,9,2,10,11,11,6,11,3
