Candidate,Shuffle0_Trial0,Shuffle0_Trial1,Shuffle0_Trial2,Shuffle0_Trial3,Shuffle0_Trial4,Shuffle1_Trial0,Shuffle1_Trial1,Shuffle1_Trial2,Shuffle1_Trial3,Shuffle1_Trial4,Shuffle2_Trial0,Shuffle2_Trial1,Shuffle2_Trial2,Shuffle2_Trial3,Shuffle2_Trial4
105,4,2,2,2,2,2,2,4,2,2,2,4,4,,2
106,3,1,1,1,1,1,1,3,1,1,1,3,3,1961,1
107,10,10,14,13,10,10,15,15,10,9,10,11,8,,11
108,5,3,3,3,3,3,3,12,3,3,3,5,5,,3
109,8,8,8,8,8,8,8,9,7,10,8,9,10,,7
110,15,15,15,15,15,14,14,14,13,15,15,15,14,,15
111,13,12,12,14,11,15,10,7,11,13,11,13,12,,12
112,11,6,6,6,6,5,6,8,8,7,6,7,9,,5
113,6,4,4,4,4,4,4,13,4,4,4,6,6,,4
114,12,11,13,12,12,11,13,6,15,14,13,14,15,,14
115,2,13,10,10,13,12,11,1,12,12,12,2,1,,10
116,7,7,7,7,7,7,7,10,6,6,7,8,11,,9
117,14,14,11,11,14,13,12,11,14,11,14,12,13,,13
118,9,9,9,9,9,9,9,5,9,8,9,10,7,,8
119,1,5,5,5,5,6,5,2,5,5,5,1,2,,6
