Candidate,Shuffle0_Trial0,Shuffle0_Trial1,Shuffle0_Trial2,Shuffle0_Trial3,Shuffle0_Trial4,Shuffle1_Trial0,Shuffle1_Trial1,Shuffle1_Trial2,Shuffle1_Trial3,Shuffle1_Trial4,Shuffle2_Trial0,Shuffle2_Trial1,Shuffle2_Trial2,Shuffle2_Trial3,Shuffle2_Trial4
75,11,10,10,6,6,9,8,7,10,9,9,10,10,8,9
76,9,8,5,11,11,11,7,11,7,11,8,9,9,11,10
77,12,15,12,15,12,15,15,15,15,15,14,15,15,12,14
78,8,6,7,5,7,6,3,6,2,7,5,7,6,9,7
79,4,4,4,4,4,4,2,4,1,4,4,4,4,3,4
80,6,7,8,7,8,7,9,8,5,6,10,6,7,6,6
81,3,3,3,3,3,3,4,3,9,3,3,3,3,2,3
82,5,5,6,9,5,5,6,5,6,5,6,5,5,5,5
83,2,2,2,2,2,2,1,1,3,2,2,2,1,1,2
84,14,13,14,13,14,13,12,13,12,13,12,13,13,15,13
85,10,9,9,10,9,8,10,10,11,8,7,8,8,10,8
86,7,11,11,8,10,10,11,9,4,10,11,11,11,7,11
87,1,1,1,1,1,1,5,2,8,1,1,1,2,4,1
88,15,14,15,14,15,14,14,14,14,14,15,14,14,13,15
89,13,12,13,12,13,12,13,12,13,12,13,12,12,14,12
