Candidate,Shuffle0_Trial0,Shuffle0_Trial1,Shuffle0_Trial2,Shuffle0_Trial3,Shuffle0_Trial4,Shuffle1_Trial0,Shuffle1_Trial1,Shuffle1_Trial2,Shuffle1_Trial3,Shuffle1_Trial4,Shuffle2_Trial0,Shuffle2_Trial1,Shuffle2_Trial2,Shuffle2_Trial3,Shuffle2_Trial4
225,15,15,15,14,3,14,14,14,14,13,14,14,14,14,14
226,9,7,7,7,11,8,8,8,9,11,8,7,9,8,9
227,7,5,5,5,6,5,5,5,5,9,5,5,2,5,4
228,2,4,4,4,1,4,4,4,4,1,4,4,1,4,5
229,10,8,8,9,8,10,6,10,10,10,9,10,11,10,11
230,6,3,3,3,2,3,3,3,3,6,3,3,6,3,3
231,5,2,2,2,4,2,2,2,2,8,2,2,5,2,2
232,13,13,11,11,12,12,10,11,12,7,11,9,12,11,12
233,3,,14,15,15,15,,15,15,3,15,15,4,15,8
234,11,11,10,8,9,9,9,9,8,12,10,8,10,9,10
235,12,12,9,12,13,11,12,12,11,14,13,13,15,13,15
236,8,9,6,6,7,6,7,7,7,5,7,11,8,7,6
237,1,6,12,10,10,7,11,6,6,2,6,6,3,6,7
238,4,1,1,1,5,1,1,1,1,4,1,1,7,1,1
239,14,14,13,13,14,13,13,13,13,15,12,12,13,12,13
