Candidate,Shuffle0_Trial0,Shuffle0_Trial1,Shuffle0_Trial2,Shuffle0_Trial3,Shuffle0_Trial4,Shuffle1_Trial0,Shuffle1_Trial1,Shuffle1_Trial2,Shuffle1_Trial3,Shuffle1_Trial4,Shuffle2_Trial0,Shuffle2_Trial1,Shuffle2_Trial2,Shuffle2_Trial3,Shuffle2_Trial4
240,4,15,13,6,5,4,6,6,6,6,3,6,8,6,9
241,11,10,7,12,10,10,11,10,10,8,9,11,6,12,12
242,14,12,14,15,12,13,13,13,12,13,14,14,13,14,14
243,9,6,6,8,6,8,9,9,8,10,11,7,3,7,3
244,7,3,4,13,8,9,7,8,7,7,5,12,5,9,5
245,3,7,3,4,3,3,4,3,3,3,8,4,9,3,8
246,8,5,9,10,15,7,10,7,9,9,12,9,11,10,10
247,1,8,1,1,1,1,1,1,1,1,1,1,1,1,7
248,2,2,2,3,2,2,2,2,2,2,6,3,12,2,6
249,5,1,5,2,4,5,3,4,4,4,2,2,2,4,1
250,15,14,15,5,13,15,15,15,15,15,15,15,15,15,15
251,6,4,12,7,7,6,5,5,5,5,4,5,10,5,2
252,12,11,11,9,14,12,8,12,11,12,7,8,4,8,4
253,10,9,10,11,9,11,12,11,14,11,13,10,7,11,11
254,13,13,8,14,11,14,14,14,13,14,10,13,14,13,13
