Candidate,Shuffle0_Trial0,Shuffle0_Trial1,Shuffle0_Trial2,Shuffle0_Trial3,Shuffle0_Trial4,Shuffle1_Trial0,Shuffle1_Trial1,Shuffle1_Trial2,Shuffle1_Trial3,Shuffle1_Trial4,Shuffle2_Trial0,Shuffle2_Trial1,Shuffle2_Trial2,Shuffle2_Trial3,Shuffle2_Trial4
210,12,13,9,12,12,13,12,14,13,12,11,12,11,12,11
211,2,2,2,2,2,5,2,1,2,2,2,2,2,2,2
212,8,7,6,8,8,11,9,6,6,9,9,9,9,9,9
213,5,8,8,7,6,8,6,15,14,6,6,7,6,6,6
214,3,3,3,3,3,3,3,8,9,3,3,3,3,3,3
215,6,5,7,5,5,9,5,9,8,5,5,5,5,5,5
216,1,1,1,1,1,1,1,13,15,1,1,1,1,1,1
217,7,6,5,6,7,6,7,4,4,7,7,8,8,7,8
218,11,9,10,11,11,12,11,7,10,11,10,11,10,11,10
219,13,10,12,13,13,15,13,12,11,13,14,13,14,13,13
220,14,14,14,14,14,16,14,11,3,14,13,14,12,14,12
221,15,15,15,15,15,14,15,3,12,15,15,15,15,15,15
222,9,12,13,10,10,10,10,10,7,10,12,10,13,10,14
223,10,11,11,9,9,7,8,5,5,8,8,6,7,8,7
224,4,4,4,4,4,4,4,2,1,4,4,4,4,4,4
