Candidate,Shuffle0_Trial0,Shuffle0_Trial1,Shuffle0_Trial2,Shuffle0_Trial3,Shuffle0_Trial4,Shuffle1_Trial0,Shuffle1_Trial1,Shuffle1_Trial2,Shuffle1_Trial3,Shuffle1_Trial4,Shuffle2_Trial0,Shuffle2_Trial1,Shuffle2_Trial2,Shuffle2_Trial3,Shuffle2_Trial4
195,15,15,15,15,13,,13,13,8,13,14,12,15,15,15
196,14,14,14,14,14,,15,15,15,15,12,6,13,13,13
197,12,11,6,6,4,3,7,7,6,6,6,5,11,8,6
198,10,9,11,8,8,4,3,9,10,9,15,15,12,9,12
199,3,1,3,1,2,1,2,5,4,4,4,3,3,1,2
200,2,3,2,5,6,10,5,3,1,1,1,13,2,4,3
201,9,7,8,12,11,12,12,12,14,11,11,11,7,12,11
202,1,2,1,2,1,5,9,2,9,2,2,1,1,5,1
203,4,5,9,10,10,9,6,4,11,3,5,4,5,10,5
204,5,12,5,4,3,7,1,1,2,7,9,9,10,3,9
205,7,10,4,3,5,2,10,6,3,5,8,8,9,2,8
206,13,13,13,11,15,,14,14,7,14,13,14,14,14,14
207,8,4,12,13,12,11,8,11,13,12,10,10,6,11,10
208,11,8,10,9,9,6,4,10,5,8,3,2,4,6,4
209,6,6,7,7,7,8,11,8,12,10,7,7,8,7,7
