Candidate,Shuffle0_Trial0,Shuffle0_Trial1,Shuffle0_Trial2,Shuffle0_Trial3,Shuffle0_Trial4,Shuffle1_Trial0,Shuffle1_Trial1,Shuffle1_Trial2,Shuffle1_Trial3,Shuffle1_Trial4,Shuffle2_Trial0,Shuffle2_Trial1,Shuffle2_Trial2,Shuffle2_Trial3,Shuffle2_Trial4
285,13,9,4,4,7,8,9,13,9,12,5,12,5,7,13
286,14,14,14,16,14,14,15,4,14,14,13,14,15,15,15
287,4,2,12,13,11,13,13,2,12,8,6,9,12,3,12
288,5,3,10,10,12,11,12,3,11,9,12,10,10,12,11
289,10,5,8,8,8,10,10,7,7,10,11,7,4,13,9
290,9,4,9,11,10,7,4,8,8,11,10,8,7,11,6
291,12,10,5,7,6,9,8,12,10,13,2,11,3,9,7
292,1,6,7,9,9,5,1,1,2,1,7,1,9,5,1
293,8,1,11,12,13,12,11,15,13,6,4,13,11,8,10
294,2,8,1,1,1,1,3,14,1,2,1,2,1,1,2
295,3,13,3,3,3,3,5,6,6,4,14,5,6,4,8
296,15,7,15,14,15,15,14,9,15,15,,15,13,14,14
297,7,12,2,2,2,2,2,10,5,3,8,3,2,2,3
298,6,15,13,5,4,4,7,5,3,5,9,6,14,10,5
299,11,11,6,6,5,6,6,11,4,7,3,4,8,6,4

