Candidate,Shuffle0_Trial0,Shuffle0_Trial1,Shuffle0_Trial2,Shuffle0_Trial3,Shuffle0_Trial4,Shuffle1_Trial0,Shuffle1_Trial1,Shuffle1_Trial2,Shuffle1_Trial3,Shuffle1_Trial4,Shuffle2_Trial0,Shuffle2_Trial1,Shuffle2_Trial2,Shuffle2_Trial3,Shuffle2_Trial4
15,9,15,,,14,3,14,12,14,3,14,13,13,15,1
16,5,4,6,4,5,12,2,1,2,6,3,6,2,1,7
17,2,2,7,1,3,2,3,5,3,2,2,3,5,4,11
18,15,10,,,12,11,13,11,10,10,11,11,15,13,14
19,7,3,1,5,1,4,5,7,5,4,6,1,6,7,5
20,1,7,4,7,7,15,7,6,7,14,5,7,3,3,15
21,10,11,,,8,5,11,10,11,7,9,8,8,9,4
22,14,13,,,15,9,15,15,13,13,13,14,14,12,13
23,6,6,5,6,6,8,6,4,6,12,7,4,7,6,10
24,12,8,,,10,10,10,9,9,11,8,9,9,8,6
25,8,14,,,13,14,9,13,15,15,15,12,12,14,9
26,3,5,2,3,4,13,1,2,4,5,4,5,1,2,8
27,4,1,3,2,2,1,4,3,1,1,1,2,4,5,3
28,11,9,,,9,7,12,8,8,8,10,10,10,10,12
29,13,12,,,11,6,8,14,12,9,12,15,11,11,2
