Candidate,Shuffle0_Trial0,Shuffle0_Trial1,Shuffle0_Trial2,Shuffle0_Trial3,Shuffle0_Trial4,Shuffle1_Trial0,Shuffle1_Trial1,Shuffle1_Trial2,Shuffle1_Trial3,Shuffle1_Trial4,Shuffle2_Trial0,Shuffle2_Trial1,Shuffle2_Trial2,Shuffle2_Trial3,Shuffle2_Trial4
45,3,9,1,6,6,1,10,14,5,9,11,1,6,8,3
46,1,15,15,6,11,10,12,2,8,14,7,2,4,1,1
47,14,1,11,5,3,6,8,9,1,15,3,11,11,6,15
48,8,12,5,6,14,14,13,6,15,4,14,15,14,15,10
49,12,3,13,6,2,7,9,13,11,12,9,9,12,12,12
50,11,7,14,6,8,8,5,1,7,13,8,12,9,11,13
51,9,13,4,5,13,15,15,15,14,11,13,14,15,14,11
52,5,5,7,5,9,3,2,4,3,3,2,5,1,9,6
53,7,10,3,5,15,13,14,7,13,1,15,13,13,13,4
54,2,14,6,5,7,11,4,3,6,2,12,3,5,10,2
55,10,8,12,6,10,9,3,11,10,8,5,10,7,5,14
56,6,11,8,6,12,4,11,5,4,10,10,6,3,3,5
57,4,6,2,5,1,2,1,10,2,5,6,4,2,4,7
58,15,4,10,5,5,12,6,8,9,6,4,7,10,7,8
59,13,2,9,6,4,5,7,12,12,7,1,8,8,2,9
