Candidate,Shuffle0_Trial0,Shuffle0_Trial1,Shuffle0_Trial2,Shuffle0_Trial3,Shuffle0_Trial4,Shuffle1_Trial0,Shuffle1_Trial1,Shuffle1_Trial2,Shuffle1_Trial3,Shuffle1_Trial4,Shuffle2_Trial0,Shuffle2_Trial1,Shuffle2_Trial2,Shuffle2_Trial3,Shuffle2_Trial4
60,4,5,5,7,4,3,3,4,6,6,8,4,5,3,6
61,9,10,10,2,10,11,7,11,8,9,,10,13,12,10
62,13,12,12,15,15,10,13,13,14,14,,14,14,11,12
63,6,7,7,6,6,4,4,8,5,5,1,6,4,2,2
64,12,11,11,13,11,12,14,14,13,11,,15,15,13,11
65,2,2,2,5,8,2,9,5,2,1,2,2,2,8,5
66,10,9,9,9,9,9,11,12,12,13,,9,10,14,9
67,7,3,1,4,2,7,2,2,3,4,6,3,3,1,1
68,3,4,4,3,3,1,6,7,7,7,3,7,7,4,8
69,11,13,13,11,12,15,8,9,9,12,,13,15,9,13
70,15,15,15,12,14,14,15,15,15,15,,11,11,15,15
71,14,14,14,8,13,13,12,10,10,10,,12,12,10,14
72,1,1,3,1,1,8,1,1,1,2,4,1,1,6,3
73,8,6,8,14,5,5,10,6,11,3,5,8,8,7,4
74,5,8,6,10,7,6,5,3,4,8,7,5,65,7
