Candidate,Shuffle0_Trial0,Shuffle0_Trial1,Shuffle0_Trial2,Shuffle0_Trial3,Shuffle0_Trial4,Shuffle1_Trial0,Shuffle1_Trial1,Shuffle1_Trial2,Shuffle1_Trial3,Shuffle1_Trial4,Shuffle2_Trial0,Shuffle2_Trial1,Shuffle2_Trial2,Shuffle2_Trial3,Shuffle2_Trial4
180,0,6,7,7,13,9,,9,,9,6,6,8,7,12
181,0,3,13,13,8,7,,14,,14,13,15,7,13,14
182,4,15,2,2,2,2,3,1,2,1,1,1,1,5,2
183,5,4,4,4,4,3,2,3,5,3,5,3,5,2,6
184,0,11,15,15,14,12,,13,,12,12,14,14,15,7
185,0,10,9,9,11,11,,11,,11,10,9,12,10,10
186,0,7,10,10,12,10,,7,,10,14,11,11,9,11
187,0,2,12,12,7,13,,12,,13,11,13,6,14,13
188,0,5,8,8,10,6,,6,,7,8,10,9,8,3
189,2,8,5,5,5,5,5,4,4,4,4,5,4,3,4
190,1,13,3,3,1,1,4,5,1,5,3,2,2,6,1
191,0,1,6,6,6,8,,10,,6,7,8,10,1,15
192,0,12,14,14,15,15,,15,,15,15,12,15,12,8
193,0,9,11,11,9,14,,8,,8,9,7,13,11,9
194,3,14,1,1,3,4,1,2,3,2,2,4,3,4,5
