Candidate,Shuffle0_Trial0,Shuffle0_Trial1,Shuffle0_Trial2,Shuffle0_Trial3,Shuffle0_Trial4,Shuffle1_Trial0,Shuffle1_Trial1,Shuffle1_Trial2,Shuffle1_Trial3,Shuffle1_Trial4,Shuffle2_Trial0,Shuffle2_Trial1,Shuffle2_Trial2,Shuffle2_Trial3,Shuffle2_Trial4
270,1,4,2,8,5,5,9,5,1,4,1,2,3,5,3
271,14,14,13,13,14,13,7,12,8,12,10,8,11,14,12
272,5,12,10,11,7,12,15,9,5,11,15,4,14,10,5
273,2,5,3,7,6,10,12,15,3,5,8,5,6,1,4
274,3,3,1,2,2,1,8,2,2,1,2,1,2,12,1
275,7,10,5,9,4,3,5,3,9,3,7,9,5,8,8
276,6,11,11,10,12,11,14,11,6,15,14,11,13,7,15
277,9,6,7,4,8,6,3,8,13,7,5,15,9,9,9
278,12,9,8,12,11,7,13,6,12,8,6,12,8,6,10
279,11,8,15,5,9,8,11,7,14,9,13,14,12,4,14
280,8,2,4,3,3,2,6,1,4,2,4,6,4,3,7
281,10,7,6,6,10,4,10,4,11,6,3,13,7,2,6
282,4,1,9,1,1,9,4,10,7,10,12,3,1,11,2
283,13,13,12,14,13,14,1,13,10,13,9,7,10,15,11
284,15,15,14,15,15,15,2,14,15,14,11,10,15,13,13
