Candidate,Shuffle0_Trial0,Shuffle0_Trial1,Shuffle0_Trial2,Shuffle0_Trial3,Shuffle0_Trial4,Shuffle1_Trial0,Shuffle1_Trial1,Shuffle1_Trial2,Shuffle1_Trial3,Shuffle1_Trial4,Shuffle2_Trial0,Shuffle2_Trial1,Shuffle2_Trial2,Shuffle2_Trial3,Shuffle2_Trial4
105,15,,7,9,10,7,7,12,7,8,5,7,6,11,7
106,13,,10,15,15,14,15,13,15,15,15,14,,13,15
107,11,,8,7,9,8,8,7,8,7,8,11,11,8,11
108,6,,15,13,14,15,13,15,13,13,13,15,13,15,13
109,9,,13,6,8,10,10,9,11,10,11,9,8,9,9
110,2,4,5,2,1,4,4,1,4,4,3,6,3,6,4
111,3,3,3,4,3,1,2,4,2,2,2,1,1,2,1
112,8,,11,12,12,13,14,14,14,14,12,13,,14,14
113,1,2,1,1,4,5,5,6,5,5,6,4,2,4,5
114,14,,9,8,11,9,11,11,10,9,4,8,5,10,8
115,10,,12,10,7,12,9,10,9,11,7,10,10,7,10
116,12,,14,14,13,11,12,8,12,12,9,12,12,12,12
117,5,5,4,5,5,3,3,3,1,3,10,3,9,3,3
118,7,6,6,11,6,6,6,5,6,6,14,5,7,5,6
119,4,1,2,3,2,2,1,2,3,1,1,2,4,1,2
