Candidate,Shuffle0_Trial0,Shuffle0_Trial1,Shuffle0_Trial2,Shuffle0_Trial3,Shuffle0_Trial4,Shuffle1_Trial0,Shuffle1_Trial1,Shuffle1_Trial2,Shuffle1_Trial3,Shuffle1_Trial4,Shuffle2_Trial0,Shuffle2_Trial1,Shuffle2_Trial2,Shuffle2_Trial3,Shuffle2_Trial4
165,9,10,9,9,13,8,7,11,8,2,3,9,9,4,7
166,14,14,13,14,3,14,8,8,14,15,11,15,14,10,14
167,3,6,3,3,10,6,6,9,5,5,2,6,3,2,6
168,15,15,14,15,12,15,12,15,15,11,15,13,15,14,15
169,13,13,12,13,5,13,13,7,12,12,14,11,12,12,12
170,5,4,7,6,6,5,3,2,3,7,7,2,2,3,4
171,11,11,10,11,1,11,11,5,11,13,13,12,11,11,11
172,10,9,5,7,15,2,10,13,9,1,6,14,4,6,8
173,2,3,2,2,9,7,5,10,7,3,1,5,1,1,5
174,8,8,6,8,14,9,9,14,10,4,9,8,8,8,9
175,1,1,1,1,2,1,2,4,2,9,5,4,5,7,3
176,4,2,15,10,11,4,1,1,1,6,8,1,10,5,1
177,7,7,8,5,7,10,4,3,4,10,10,3,7,9,2
178,6,5,4,4,8,3,8,12,6,8,4,7,6,15,10
179,12,12,11,12,4,12,14,6,13,14,12,10,13,13,13
