Candidate,Shuffle0_Trial0,Shuffle0_Trial1,Shuffle0_Trial2,Shuffle0_Trial3,Shuffle0_Trial4,Shuffle1_Trial0,Shuffle1_Trial1,Shuffle1_Trial2,Shuffle1_Trial3,Shuffle1_Trial4,Shuffle2_Trial0,Shuffle2_Trial1,Shuffle2_Trial2,Shuffle2_Trial3,Shuffle2_Trial4
120,11,8,15,11,15,15,15,15,15,15,15,11,15,15,15
121,8,9,10,8,10,11,10,14,12,8,9,15,10,9,10
122,5,5,2,5,5,13,3,10,5,13,14,5,5,14,5
123,12,12,12,12,11,14,12,13,7,14,11,9,14,5,14
124,6,6,6,6,6,12,6,9,14,11,7,7,9,13,9
125,9,10,8,9,8,10,9,7,11,7,3,13,7,8,7
126,3,4,5,1,3,5,4,4,2,4,4,1,2,1,2
127,2,1,4,2,1,1,2,1,1,10,2,2,1,2,1
128,14,14,13,15,12,6,11,5,6,3,10,10,11,3,13
129,1,2,1,3,2,3,1,2,3,5,5,3,3,6,3
130,4,3,3,4,4,9,5,3,4,9,1,4,4,11,4
131,7,7,7,7,7,4,7,6,10,6,8,12,6,7,6
132,15,15,14,14,14,8,13,11,9,1,12,14,12,10,11
133,10,13,9,10,9,2,8,12,13,12,6,6,8,12,8
134,13,11,11,13,13,7,14,8,8,2,13,8,13,4,12
