Candidate,Shuffle0_Trial0,Shuffle0_Trial1,Shuffle0_Trial2,Shuffle0_Trial3,Shuffle0_Trial4,Shuffle1_Trial0,Shuffle1_Trial1,Shuffle1_Trial2,Shuffle1_Trial3,Shuffle1_Trial4,Shuffle2_Trial0,Shuffle2_Trial1,Shuffle2_Trial2,Shuffle2_Trial3,Shuffle2_Trial4
255,6,3,3,5,4,4,3,6,3,3,3,3,4,3,10
256,15,14,15,,12,11,11,13,11,10,7,8,12,12,2
257,13,12,13,,14,15,14,15,15,15,13,14,15,15,7
258,5,7,5,4,7,5,1,2,7,2,6,6,6,6,15
259,4,6,7,3,3,6,2,3,2,4,1,1,1,1,13
260,3,5,4,6,6,2,5,1,4,1,4,4,5,4,4
261,14,13,10,,11,13,15,10,13,13,12,15,7,8,14
262,2,2,2,2,2,1,7,4,5,7,2,2,2,2,6
263,11,11,11,,10,8,8,8,8,8,9,11,9,9,11
264,1,1,1,1,1,3,4,5,1,6,5,5,3,5,8
265,8,9,9,,9,9,9,9,9,9,10,10,10,10,3
266,7,4,6,7,5,7,6,7,6,5,15,7,8,7,9
267,10,8,8,,8,10,12,11,10,11,8,9,11,11,5
268,9,15,14,,15,12,10,12,12,12,11,12,13,13,1
269,12,10,12,,13,14,13,14,14,14,14,13,14,14,12
