Candidate,Shuffle0_Trial0,Shuffle0_Trial1,Shuffle0_Trial2,Shuffle0_Trial3,Shuffle0_Trial4,Shuffle1_Trial0,Shuffle1_Trial1,Shuffle1_Trial2,Shuffle1_Trial3,Shuffle1_Trial4,Shuffle2_Trial0,Shuffle2_Trial1,Shuffle2_Trial2,Shuffle2_Trial3,Shuffle2_Trial4
150,5,3,4,4,4,7,5,3,3,5,5,4,1,6,3
151,7,13,7,13,,5,8,8,8,9,13,10,8,7,
152,11,10,11,14,,14,10,10,10,10,11,14,10,11,
153,14,7,10,7,,13,15,14,15,14,8,13,14,12,
154,15,6,15,10,,10,13,15,12,13,10,12,12,14,
155,8,11,8,11,,3,9,9,9,8,14,8,9,10,
156,12,8,14,8,,11,14,13,14,11,9,15,15,15,
157,4,15,1,1,2,12,1,5,1,2,1,1,3,1,5
158,1,1,5,5,6,1,4,1,5,6,6,5,6,2,6
159,9,12,9,12,,4,7,7,7,7,15,9,7,8,
160,13,9,12,9,,8,12,12,13,12,7,7,13,13,
161,6,5,6,6,5,9,6,6,6,4,2,6,5,4,4
162,3,2,3,2,3,2,2,2,2,1,4,2,4,5,1
163,2,4,2,3,1,6,3,4,4,3,3,3,2,3,2
164,10,14,13,15,,15,11,11,11,15,12,11,11,9,
