Candidate,Shuffle0_Trial0,Shuffle0_Trial1,Shuffle0_Trial2,Shuffle0_Trial3,Shuffle0_Trial4,Shuffle1_Trial0,Shuffle1_Trial1,Shuffle1_Trial2,Shuffle1_Trial3,Shuffle1_Trial4,Shuffle2_Trial0,Shuffle2_Trial1,Shuffle2_Trial2,Shuffle2_Trial3,Shuffle2_Trial4
240,1,1,1,1,1,1,1,1,1,1,2,4,1,1,2
241,6,2,10,6,7,7,7,6,7,8,1,1,4,2,6
242,9,12,8,10,5,3,4,7,3,6,10,12,15,10,9
243,13,7,13,12,12,13,12,14,11,14,15,13,14,15,15
244,5,9,9,7,6,8,8,5,8,9,7,6,2,9,5
245,4,5,7,8,4,5,5,3,4,5,5,5,5,4,3
246,8,10,3,4,9,10,15,10,,10,9,9,8,6,8
247,3,3,5,2,3,4,3,2,6,3,4,3,6,3,1
248,14,15,14,14,14,14,13,12,13,13,12,11,12,14,14
249,11,14,11,11,13,11,10,11,10,11,3,8,10,11,11
250,10,13,6,9,10,6,6,9,5,7,14,15,9,8,10
251,12,8,12,13,11,12,11,13,12,12,8,10,11,12,13
252,2,11,4,5,2,9,9,8,9,4,11,7,3,5,4
253,7,4,2,3,8,2,2,4,2,2,6,2,7,7,7
254,15,6,15,15,15,15,14,15,14,15,13,14,13,13,12
