Candidate,Shuffle0_Trial0,Shuffle0_Trial1,Shuffle0_Trial2,Shuffle0_Trial3,Shuffle0_Trial4,Shuffle1_Trial0,Shuffle1_Trial1,Shuffle1_Trial2,Shuffle1_Trial3,Shuffle1_Trial4,Shuffle2_Trial0,Shuffle2_Trial1,Shuffle2_Trial2,Shuffle2_Trial3,Shuffle2_Trial4
30,2,4,2,4,6,2,1,4,2,2,3,2,1,1,1
31,1,5,4,3,5,1,2,1,1,1,6,3,2,2,2
32,9,10,10,1,13,13,3,2,10,4,15,4,3,4,7
33,15,14,15,14,,15,10,14,13,14,12,15,0,14,15
34,14,15,14,15,,14,14,15,14,15,7,14,0,13,9
35,12,12,12,13,8,11,15,13,9,9,10,11,2,8,14
36,4,11,9,11,3,9,9,10,4,8,4,8,0,11,13
37,10,2,13,2,11,6,5,6,11,12,13,6,1,6,4
38,6,7,8,9,10,7,7,7,7,6,11,7,1,12,3
39,8,1,3,5,9,4,6,5,6,7,8,5,1,7,11
40,5,6,6,7,4,8,11,9,5,5,5,9,0,10,10
41,11,9,11,10,12,12,13,12,12,11,14,12,1,5,8
42,7,8,7,12,7,10,12,11,8,10,9,10,1,9,12
43,3,3,5,6,2,3,8,8,3,3,2,1,0,3,5
44,13,13,1,8,1,5,4,3,15,13,1,13,1,15,6
