Candidate,Shuffle0_Trial0,Shuffle0_Trial1,Shuffle0_Trial2,Shuffle0_Trial3,Shuffle0_Trial4,Shuffle1_Trial0,Shuffle1_Trial1,Shuffle1_Trial2,Shuffle1_Trial3,Shuffle1_Trial4,Shuffle2_Trial0,Shuffle2_Trial1,Shuffle2_Trial2,Shuffle2_Trial3,Shuffle2_Trial4
270,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
271,5,6,5,6,5,5,6,6,5,6,6,5,6,5,5
272,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2
273,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3
274,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
275,9,14,9,9,9,9,9,9,9,9,9,9,9,9,7
276,11,7,7,11,10,10,10,10,14,10,11,11,11,11,10
277,14,10,14,14,13,14,14,14,12,14,14,14,14,14,11
278,15,11,15,15,15,15,15,15,15,15,15,15,15,15,15
279,13,9,12,12,12,13,13,13,11,12,12,12,12,12,12
280,10,8,8,10,11,11,11,11,13,11,10,10,10,10,13
281,12,15,13,13,14,12,12,12,10,13,13,13,13,13,14
282,6,5,6,5,6,6,5,5,6,5,5,6,5,6,6
283,7,13,11,7,8,7,7,7,7,7,8,8,8,8,8
284,8,12,10,8,7,8,8,8,8,8,7,7,7,7,9
