Candidate,Shuffle0_Trial0,Shuffle0_Trial1,Shuffle0_Trial2,Shuffle0_Trial3,Shuffle0_Trial4,Shuffle1_Trial0,Shuffle1_Trial1,Shuffle1_Trial2,Shuffle1_Trial3,Shuffle1_Trial4,Shuffle2_Trial0,Shuffle2_Trial1,Shuffle2_Trial2,Shuffle2_Trial3,Shuffle2_Trial4
195,14,13,14,14,13,14,13,13,13,5,12,15,12,5,14
196,11,10,11,11,12,11,5,10,10,11,10,14,11,11,13
197,4,6,5,5,4,5,15,14,15,14,9,11,10,1,4
198,3,7,4,4,11,3,4,4,4,4,4,4,4,2,5
199,1,1,1,1,1,1,1,1,1,1,1,1,1,10,1
200,12,11,10,13,5,12,12,11,11,13,13,12,14,13,12
201,13,12,13,12,14,13,11,12,12,12,14,13,13,12,11
202,5,3,3,3,3,4,3,3,3,3,3,3,3,9,3
203,10,14,12,10,6,10,10,9,9,10,11,9,9,14,10
204,6,4,7,6,10,6,6,5,5,6,5,7,7,6,8
205,2,2,2,2,2,2,2,2,2,2,2,2,2,8,2
206,9,5,9,9,8,9,9,8,8,9,7,5,8,3,6
207,15,15,15,15,15,15,14,15,14,15,15,10,15,15,15
208,8,9,8,8,7,8,7,7,7,8,6,6,5,4,7
209,7,8,6,7,9,7,8,6,6,7,8,8,6,7,9
