Candidate,Shuffle0_Trial0,Shuffle0_Trial1,Shuffle0_Trial2,Shuffle0_Trial3,Shuffle0_Trial4,Shuffle1_Trial0,Shuffle1_Trial1,Shuffle1_Trial2,Shuffle1_Trial3,Shuffle1_Trial4,Shuffle2_Trial0,Shuffle2_Trial1,Shuffle2_Trial2,Shuffle2_Trial3,Shuffle2_Trial4
60,11,5,11,5,5,5,6,6,14,5,5,5,5,10,6
61,15,2,15,2,2,2,2,2,2,2,2,2,2,3,2
62,1,15,2,13,11,15,15,15,9,15,15,15,15,15,15
63,13,3,12,3,3,3,3,3,3,3,3,3,3,2,3
64,4,12,8,11,12,12,12,14,13,13,13,13,13,9,13
65,8,8,6,8,7,9,8,8,7,8,8,9,8,7,8
66,6,9,7,9,9,8,9,9,8,9,9,8,9,8,9
67,14,1,14,1,1,1,1,1,1,1,1,1,1,1,1
68,12,4,13,4,4,4,4,4,4,4,4,4,4,4,4
69,10,6,10,6,6,6,7,7,6,6,7,7,7,6,7
70,2,14,4,12,10,14,14,12,11,14,12,12,12,13,12
71,7,10,5,10,14,10,11,10,15,11,11,10,10,12,10
72,5,11,3,15,15,11,10,11,12,10,10,11,11,11,11
73,3,13,1,14,13,13,13,13,10,12,14,14,14,14,14
74,9,7,9,7,8,7,5,5,5,7,6,6,6,5,5
