Candidate,Shuffle0_Trial0,Shuffle0_Trial1,Shuffle0_Trial2,Shuffle0_Trial3,Shuffle0_Trial4,Shuffle1_Trial0,Shuffle1_Trial1,Shuffle1_Trial2,Shuffle1_Trial3,Shuffle1_Trial4,Shuffle2_Trial0,Shuffle2_Trial1,Shuffle2_Trial2,Shuffle2_Trial3,Shuffle2_Trial4
15,3,3,3,3,3,2,3,3,2,2,3,3,3,3,3
16,12,12,12,13,13,12,12,12,12,12,14,12,14,14,12
17,2,4,2,2,2,3,2,2,4,3,2,2,2,2,2
18,9,14,7,9,7,9,10,10,9,9,9,8,9,10,8
19,4,11,4,4,4,4,4,4,3,4,4,4,4,4,4
20,15,13,15,12,15,15,15,15,15,15,15,15,15,15,15
21,5,6,6,5,5,5,5,5,6,6,6,6,5,6,5
22,10,9,8,10,10,7,7,7,7,10,10,9,8,9,9
23,8,10,10,8,9,11,11,8,11,8,8,7,10,7,7
24,11,8,11,11,11,8,8,11,8,11,11,11,11,11,11
25,14,15,14,15,14,14,14,14,14,14,12,14,13,12,14
26,13,16,13,14,12,13,13,13,13,13,13,13,12,13,13
27,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1
28,7,7,9,7,8,10,9,9,10,7,7,10,7,8,10
29,6,5,5,6,6,6,6,6,5,5,5,5,6,5,6
