Candidate,Shuffle0_Trial0,Shuffle0_Trial1,Shuffle0_Trial2,Shuffle0_Trial3,Shuffle0_Trial4,Shuffle1_Trial0,Shuffle1_Trial1,Shuffle1_Trial2,Shuffle1_Trial3,Shuffle1_Trial4,Shuffle2_Trial0,Shuffle2_Trial1,Shuffle2_Trial2,Shuffle2_Trial3,Shuffle2_Trial4
180,6,6,6,6,6,5,7,12,14,7,6,6,6,6,5
181,3,3,3,3,3,4,3,3,4,3,3,3,3,3,4
182,11,11,13,14,11,6,14,14,13,14,14,15,15,15,7
183,5,5,5,5,5,2,4,5,5,5,5,5,5,5,6
184,12,13,11,11,13,10,12,10,11,12,11,12,12,10,11
185,8,8,8,8,8,7,8,11,7,8,8,8,8,8,13
186,7,7,7,7,7,12,6,6,6,6,7,7,7,7,14
187,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2
188,4,4,4,4,4,8,5,4,3,4,4,4,4,4,3
189,9,9,9,10,10,11,10,8,9,9,10,10,10,12,10
190,15,15,15,15,15,15,15,15,15,15,15,14,14,14,15
191,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
192,13,12,12,12,12,14,11,7,10,11,12,11,11,11,8
193,10,10,10,9,9,13,9,9,8,10,9,9,9,9,9
194,14,14,14,13,14,9,13,13,12,13,13,13,13,13,12
