Candidate,Shuffle0_Trial0,Shuffle0_Trial1,Shuffle0_Trial2,Shuffle0_Trial3,Shuffle0_Trial4,Shuffle1_Trial0,Shuffle1_Trial1,Shuffle1_Trial2,Shuffle1_Trial3,Shuffle1_Trial4,Shuffle2_Trial0,Shuffle2_Trial1,Shuffle2_Trial2,Shuffle2_Trial3,Shuffle2_Trial4
45,4,3,3,3,3,3,3,3,3,3,3,14,3,2,3
46,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
47,15,15,15,15,15,15,15,15,15,15,15,4,12,10,15
48,14,8,10,10,9,12,14,14,13,8,8,8,13,9,8
49,11,12,12,12,12,7,8,8,10,12,14,9,10,8,12
50,13,14,14,14,13,10,11,10,9,14,13,15,9,7,14
51,8,9,8,8,8,8,10,11,5,9,9,3,8,6,10
52,6,6,7,6,7,6,7,7,7,6,4,11,4,5,5
53,3,4,4,4,4,14,4,4,4,4,7,2,7,4,4
54,2,2,2,2,2,2,2,2,2,2,2,13,2,3,2
55,12,13,13,13,14,13,6,9,11,10,10,5,11,11,13
56,5,5,5,5,5,4,5,6,8,5,5,12,5,12,6
57,7,7,6,7,6,5,9,5,6,7,6,10,6,13,7
58,9,10,9,9,10,11,13,12,14,11,12,6,15,14,9
59,10,11,11,11,11,9,12,13,12,13,11,7,14,15,11
