Candidate,Shuffle0_Trial0,Shuffle0_Trial1,Shuffle0_Trial2,Shuffle0_Trial3,Shuffle0_Trial4,Shuffle1_Trial0,Shuffle1_Trial1,Shuffle1_Trial2,Shuffle1_Trial3,Shuffle1_Trial4,Shuffle2_Trial0,Shuffle2_Trial1,Shuffle2_Trial2,Shuffle2_Trial3,Shuffle2_Trial4
285,14,14,14,14,14,13,14,14,14,14,14,14,6,16,14
286,4,4,4,4,4,4,4,4,4,4,4,4,15,4,4
287,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2
288,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3
289,7,7,8,8,7,8,6,6,7,8,9,7,10,9,7
290,8,8,7,9,9,7,7,9,6,7,6,6,5,7,5
291,13,13,12,13,13,12,11,13,13,13,15,13,7,13,13
292,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
293,15,15,15,15,15,15,15,15,15,15,16,15,4,15,15
294,12,11,13,11,11,10,12,10,10,10,10,11,8,11,10
295,6,6,6,6,6,6,9,7,9,6,7,9,11,6,6
296,9,9,9,7,8,9,5,8,8,9,8,8,9,8,9
297,10,10,10,10,10,11,8,11,11,12,12,10,14,10,11
298,5,5,5,5,5,5,10,5,5,5,5,5,13,5,8
299,11,12,11,12,12,14,13,12,12,11,11,12,12,12,12
