Candidate,Shuffle0_Trial0,Shuffle0_Trial1,Shuffle0_Trial2,Shuffle0_Trial3,Shuffle0_Trial4,Shuffle1_Trial0,Shuffle1_Trial1,Shuffle1_Trial2,Shuffle1_Trial3,Shuffle1_Trial4,Shuffle2_Trial0,Shuffle2_Trial1,Shuffle2_Trial2,Shuffle2_Trial3,Shuffle2_Trial4
135,11,12,10,11,8,11,7,10,9,10,13,8,11,13,13
136,5,5,8,5,12,7,10,9,7,6,5,5,5,5,6
137,10,9,5,8,9,9,14,8,8,9,9,7,9,9,9
138,2,2,2,2,2,2,4,3,2,2,2,2,2,2,2
139,15,15,15,15,15,15,5,14,14,15,15,14,15,15,15
140,12,10,11,10,6,12,8,11,12,12,11,11,13,12,12
141,3,4,3,3,3,3,2,2,3,3,4,4,3,4,3
142,4,3,4,4,4,4,3,6,4,4,3,3,4,3,4
143,14,14,14,14,14,14,6,15,15,14,14,15,14,14,14
144,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
145,13,11,12,12,13,13,9,13,13,11,12,13,12,11,11
146,6,6,9,6,11,6,11,5,5,5,6,10,10,6,8
147,7,13,13,13,5,10,15,12,11,13,10,12,8,10,10
148,8,8,6,7,10,5,12,4,6,7,7,6,6,7,7
149,9,7,7,9,7,8,13,7,10,8,8,9,7,8,5
