Candidate,Shuffle0_Trial0,Shuffle0_Trial1,Shuffle0_Trial2,Shuffle0_Trial3,Shuffle0_Trial4,Shuffle1_Trial0,Shuffle1_Trial1,Shuffle1_Trial2,Shuffle1_Trial3,Shuffle1_Trial4,Shuffle2_Trial0,Shuffle2_Trial1,Shuffle2_Trial2,Shuffle2_Trial3,Shuffle2_Trial4
255,,12,7,6,7,14,8,7,7,7,7,7,7,7,9
256,1,1,1,1,1,1,2,1,1,1,1,1,1,1,15
257,4,5,3,3,5,11,4,5,4,4,9,3,3,4,14
258,15,15,13,13,13,10,14,11,12,14,8,12,13,12,4
259,14,13,14,8,14,13,12,12,14,15,12,14,11,14,2
260,5,3,5,14,3,3,3,3,3,3,3,5,5,5,11
261,13,7,12,12,12,9,11,10,13,13,11,13,12,13,3
262,7,6,4,9,4,12,5,4,5,5,4,4,4,3,12
263,8,9,9,7,9,8,10,9,9,9,10,9,8,9,7
264,9,11,8,5,8,7,7,8,8,8,13,8,9,8,8
265,12,8,15,15,15,6,13,15,15,12,15,15,15,15,1
266,10,10,10,10,10,5,9,13,10,10,14,10,10,10,6
267,3,4,6,4,6,4,6,6,6,6,6,6,6,6,10
268,2,2,2,2,2,2,1,2,2,2,2,2,2,2,13
269,11,14,11,11,11,15,15,14,11,11,,11,14,11,5
