Candidate,Shuffle0_Trial0,Shuffle0_Trial1,Shuffle0_Trial2,Shuffle0_Trial3,Shuffle0_Trial4,Shuffle1_Trial0,Shuffle1_Trial1,Shuffle1_Trial2,Shuffle1_Trial3,Shuffle1_Trial4,Shuffle2_Trial0,Shuffle2_Trial1,Shuffle2_Trial2,Shuffle2_Trial3,Shuffle2_Trial4
30,4,4,3,4,4,4,4,4,3,6,4,4,3,11,4
31,6,5,6,6,5,6,6,6,6,5,6,6,8,9,8
32,12,9,11,13,13,13,13,13,14,14,13,13,13,3,13
33,14,13,13,12,12,12,12,12,13,8,12,12,14,4,14
34,8,8,8,10,8,7,11,11,10,7,8,8,7,7,9
35,10,11,10,8,10,9,9,9,8,10,10,9,10,5,12
36,3,3,4,3,3,3,3,3,4,4,3,3,5,12,5
37,15,14,14,14,14,14,14,14,15,15,14,14,12,1,15
38,13,10,12,11,11,11,7,7,7,11,11,11,11,,11
39,7,7,7,7,7,10,10,10,12,12,9,10,6,6,6
40,5,6,5,5,6,5,5,5,5,3,5,5,4,10,3
41,11,15,15,15,15,15,15,15,11,13,15,15,15,2,10
42,9,12,9,9,9,8,8,8,9,9,7,7,9,8,7
43,2,2,2,2,2,2,2,2,2,2,2,2,2,13,2
44,1,1,1,1,1,1,1,1,1,1,1,1,1,14,1
