Candidate,Shuffle0_Trial0,Shuffle0_Trial1,Shuffle0_Trial2,Shuffle0_Trial3,Shuffle0_Trial4,Shuffle1_Trial0,Shuffle1_Trial1,Shuffle1_Trial2,Shuffle1_Trial3,Shuffle1_Trial4,Shuffle2_Trial0,Shuffle2_Trial1,Shuffle2_Trial2,Shuffle2_Trial3,Shuffle2_Trial4
165,14,13,14,14,13,14,15,14,15,8,14,14,13,12,14
166,15,14,13,13,14,11,12,13,14,7,13,13,12,13,13
167,11,8,8,8,8,8,11,10,8,11,9,8,10,8,8
168,5,6,6,6,6,7,6,6,6,6,6,6,6,5,6
169,8,10,10,10,10,9,10,8,9,12,10,10,9,10,10
170,4,5,5,5,5,5,5,5,5,5,5,5,5,4,5
171,2,3,3,3,3,2,2,2,3,3,3,3,3,3,3
172,16,15,15,15,15,15,8,15,11,14,15,15,15,14,15
173,10,12,11,12,12,12,14,12,12,9,11,12,11,9,11
174,9,11,12,11,11,13,13,11,13,10,12,9,14,15,12
175,3,4,4,4,4,4,3,3,4,4,4,4,4,6,4
176,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
177,12,2,2,2,2,3,4,4,2,2,2,2,2,2,2
178,6,9,9,9,9,10,9,9,10,13,8,11,8,11,9
179,7,7,7,7,7,6,7,7,7,15,7,7,7,7,7
