Candidate,Shuffle0_Trial0,Shuffle0_Trial1,Shuffle0_Trial2,Shuffle0_Trial3,Shuffle0_Trial4,Shuffle1_Trial0,Shuffle1_Trial1,Shuffle1_Trial2,Shuffle1_Trial3,Shuffle1_Trial4,Shuffle2_Trial0,Shuffle2_Trial1,Shuffle2_Trial2,Shuffle2_Trial3,Shuffle2_Trial4
150,6,6,7,6,11,11,6,8,10,6,6,6,5,6,4
151,4,4,11,5,10,4,5,5,5,5,4,5,4,5,7
152,12,12,4,12,6,8,12,13,11,13,14,13,13,14,14
153,13,13,3,13,1,13,13,12,13,12,13,10,12,13,10
154,11,10,5,11,2,15,11,11,8,11,11,11,14,11,12
155,5,5,12,4,13,6,3,3,3,3,3,3,3,3,3
156,9,11,14,9,9,12,9,9,7,9,9,9,9,9,13
157,15,15,1,15,3,3,15,15,14,15,15,15,15,15,15
158,1,1,15,1,12,1,1,1,1,1,1,1,1,1,1
159,3,3,13,3,14,5,4,4,4,4,5,4,7,4,5
160,8,8,9,8,7,7,8,6,6,8,8,8,10,8,8
161,10,9,8,10,8,10,10,10,12,10,10,12,8,10,6
162,2,2,10,2,15,2,2,2,2,2,2,2,2,2,2
163,7,7,6,7,5,14,7,7,9,7,7,7,6,7,11
164,14,14,2,14,4,9,14,14,15,14,12,14,11,12,9
