Candidate,Shuffle0_Trial0,Shuffle0_Trial1,Shuffle0_Trial2,Shuffle0_Trial3,Shuffle0_Trial4,Shuffle1_Trial0,Shuffle1_Trial1,Shuffle1_Trial2,Shuffle1_Trial3,Shuffle1_Trial4,Shuffle2_Trial0,Shuffle2_Trial1,Shuffle2_Trial2,Shuffle2_Trial3,Shuffle2_Trial4
210,11,11,11,11,11,12,11,11,11,12,11,12,12,14,12
211,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2
212,7,10,10,7,9,10,10,9,10,9,10,10,10,10,10
213,10,8,6,10,6,6,6,6,6,6,6,6,6,6,6
214,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3
215,5,5,5,6,5,5,5,5,5,5,5,5,5,5,5
216,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
217,6,7,9,8,8,8,8,10,9,10,9,8,7,8,7
218,12,12,12,12,13,11,12,12,12,11,12,11,11,11,11
219,13,13,13,13,14,13,13,13,13,13,13,14,14,12,13
220,14,14,14,14,12,14,14,14,14,14,14,13,13,13,14
221,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15
222,8,9,7,9,10,9,9,8,8,8,8,9,9,9,9
223,9,6,8,5,7,7,7,7,7,7,7,7,8,7,8
224,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
