Candidate,Shuffle0_Trial0,Shuffle0_Trial1,Shuffle0_Trial2,Shuffle0_Trial3,Shuffle0_Trial4,Shuffle1_Trial0,Shuffle1_Trial1,Shuffle1_Trial2,Shuffle1_Trial3,Shuffle1_Trial4,Shuffle2_Trial0,Shuffle2_Trial1,Shuffle2_Trial2,Shuffle2_Trial3,Shuffle2_Trial4
75,9,5,6,11,7,8,8,8,9,7,9,9,8,8,9
76,12,11,14,12,9,10,10,11,10,10,14,8,13,14,12
77,15,1,9,14,12,15,15,13,13,3,15,15,10,15,15
78,7,8,7,9,8,6,6,6,12,11,7,7,6,7,7
79,6,12,4,8,5,4,4,4,4,9,4,4,4,4,4
80,5,9,8,6,6,5,5,5,5,5,6,6,5,6,6
81,2,13,2,2,2,3,3,3,2,2,3,3,3,3,2
82,3,10,3,5,4,7,7,7,6,4,5,5,15,5,5
83,4,14,5,4,3,2,2,2,3,1,2,2,2,2,3
84,13,3,15,15,10,12,13,14,11,13,11,12,12,11,13
85,10,7,11,10,11,14,11,10,7,8,8,10,7,9,8
86,8,6,10,7,14,9,9,9,8,6,10,11,9,10,10
87,1,15,1,1,1,1,1,1,1,12,1,1,1,1,1
88,14,2,13,13,13,13,14,15,15,15,13,14,14,13,11
89,11,4,12,3,15,11,12,12,14,14,12,13,11,12,14
