Candidate,Shuffle0_Trial0,Shuffle0_Trial1,Shuffle0_Trial2,Shuffle0_Trial3,Shuffle0_Trial4,Shuffle1_Trial0,Shuffle1_Trial1,Shuffle1_Trial2,Shuffle1_Trial3,Shuffle1_Trial4,Shuffle2_Trial0,Shuffle2_Trial1,Shuffle2_Trial2,Shuffle2_Trial3,Shuffle2_Trial4
240,1,4,3,4,4,2,2,2,2,3,3,4,2,4,4
241,2,3,2,3,2,5,1,8,8,9,2,1,3,2,2
242,3,9,9,9,9,7,4,3,5,5,7,7,6,6,6
243,10,13,12,12,12,15,14,15,14,15,15,14,15,15,14
244,4,2,4,2,3,6,9,9,9,10,9,5,9,3,10
245,6,7,8,8,8,8,5,7,6,7,4,8,4,7,5
246,5,5,6,6,6,3,6,4,3,2,5,9,8,9,7
247,7,1,1,1,1,1,3,1,1,1,1,3,1,1,1
248,11,12,13,13,13,14,15,14,12,14,14,13,14,14,13
249,12,11,11,11,11,11,11,11,11,11,11,2,11,11,3
250,15,10,10,10,10,10,10,10,10,6,10,15,10,10,15
251,13,14,14,14,14,13,13,13,13,13,13,12,13,13,11
252,9,8,7,7,7,9,8,6,7,8,6,6,5,5,9
253,8,6,5,5,5,4,7,5,4,4,8,10,7,8,8
254,14,15,15,15,15,12,12,12,15,12,12,11,12,12,12
