Candidate,Shuffle0_Trial0,Shuffle0_Trial1,Shuffle0_Trial2,Shuffle0_Trial3,Shuffle0_Trial4,Shuffle1_Trial0,Shuffle1_Trial1,Shuffle1_Trial2,Shuffle1_Trial3,Shuffle1_Trial4,Shuffle2_Trial0,Shuffle2_Trial1,Shuffle2_Trial2,Shuffle2_Trial3,Shuffle2_Trial4
0,5,9,8,7,7,3,3,4,4,7,5,6,6,6,6
1,3,5,3,11,6,4,2,3,2,3,2,2,2,2,2
2,10,10,9,8,11,12,12,11,11,11,9,10,11,11,11
3,1,1,2,1,2,1,1,1,1,8,1,1,1,1,1
4,14,15,14,15,13,15,15,15,15,14,14,14,14,14,14
5,15,14,15,14,14,14,13,14,14,13,13,13,13,13,13
6,4,4,1,6,8,6,5,5,5,4,4,4,4,4,4
7,8,8,4,5,9,7,6,7,7,6,8,11,7,10,7
8,6,3,7,3,10,8,10,8,12,10,7,5,5,9,5
9,12,12,12,12,12,11,11,12,8,12,12,12,12,12,12
10,2,2,5,2,3,2,4,2,3,2,3,3,3,3,3
11,13,13,13,13,15,13,14,13,13,15,15,15,15,15,15
12,7,7,6,4,4,5,7,6,6,1,6,7,8,7,8
13,9,6,10,9,5,9,8,9,10,5,10,8,9,5,9
14,11,11,11,10,1,10,9,10,9,9,11,9,10,8,10
