Candidate,Shuffle0_Trial0,Shuffle0_Trial1,Shuffle0_Trial2,Shuffle0_Trial3,Shuffle0_Trial4,Shuffle1_Trial0,Shuffle1_Trial1,Shuffle1_Trial2,Shuffle1_Trial3,Shuffle1_Trial4,Shuffle2_Trial0,Shuffle2_Trial1,Shuffle2_Trial2,Shuffle2_Trial3,Shuffle2_Trial4
270,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
271,13,13,13,13,13,13,11,11,11,14,14,14,11,14,15
272,4,3,3,3,3,11,6,4,3,4,11,4,4,4,4
273,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2
274,3,5,5,4,4,3,3,3,4,3,2,3,3,3,3
275,7,6,7,11,12,6,5,9,9,12,6,6,5,5,6
276,11,12,12,12,11,12,12,14,14,9,12,9,10,12,10
277,10,7,8,8,8,7,7,5,5,6,8,11,14,10,11
278,12,11,10,10,10,8,8,6,6,7,7,12,15,9,12
279,9,8,9,9,9,9,13,15,15,10,9,10,13,11,9
280,6,10,6,6,7,5,4,7,7,8,5,7,8,6,7
281,8,9,11,7,6,4,9,8,8,5,4,8,9,7,8
282,5,4,4,5,5,10,10,10,10,11,10,5,7,8,5
283,14,15,15,15,15,14,14,12,12,13,15,15,12,15,14
284,15,14,14,14,14,15,15,13,13,15,13,13,6,13,13
