Candidate,Shuffle0_Trial0,Shuffle0_Trial1,Shuffle0_Trial2,Shuffle0_Trial3,Shuffle0_Trial4,Shuffle1_Trial0,Shuffle1_Trial1,Shuffle1_Trial2,Shuffle1_Trial3,Shuffle1_Trial4,Shuffle2_Trial0,Shuffle2_Trial1,Shuffle2_Trial2,Shuffle2_Trial3,Shuffle2_Trial4
90,15,9,11,15,15,15,15,1,15,15,15,1,1,1,1
91,14,15,15,12,14,12,14,14,12,11,14,13,14,13,8
92,1,6,4,6,7,3,4,4,5,5,5,5,5,5,5
93,13,14,14,13,13,11,13,12,11,14,13,2,2,2,3
94,12,13,13,14,12,14,12,13,14,13,12,15,13,14,7
95,10,11,8,9,8,6,9,9,6,9,9,12,11,11,12
96,9,2,2,3,3,1,2,2,4,1,3,3,4,3,2
97,8,1,1,5,4,2,3,3,9,3,4,4,3,4,4
98,7,3,3,7,6,10,7,10,10,2,6,6,10,6,14
99,6,4,6,8,5,9,6,5,8,4,8,8,6,8,6
100,11,8,12,11,11,13,11,15,13,12,11,14,15,15,9
101,5,12,9,10,10,7,10,6,1,10,10,11,12,12,15
102,4,7,5,4,9,4,8,7,2,6,7,9,8,9,10
103,3,10,10,2,2,8,5,11,7,8,2,10,9,10,11
104,2,5,7,1,1,5,1,8,3,7,1,7,7,7,13
