Candidate,Shuffle0_Trial0,Shuffle0_Trial1,Shuffle0_Trial2,Shuffle0_Trial3,Shuffle0_Trial4,Shuffle1_Trial0,Shuffle1_Trial1,Shuffle1_Trial2,Shuffle1_Trial3,Shuffle1_Trial4,Shuffle2_Trial0,Shuffle2_Trial1,Shuffle2_Trial2,Shuffle2_Trial3,Shuffle2_Trial4
180,11,7,7,11,5,14,14,10,11,11,8,7,8,12,8
181,8,14,12,8,4,9,8,14,14,14,13,14,13,8,14
182,3,1,2,3,13,4,4,4,4,5,7,4,7,5,5
183,2,2,3,2,3,2,2,3,2,2,2,2,3,2,3
184,9,13,13,9,10,8,9,12,12,12,12,12,11,9,12
185,10,8,6,10,7,12,13,11,10,10,10,8,10,11,10
186,13,10,9,13,8,10,10,8,6,8,11,10,4,14,7
187,7,12,11,7,2,7,7,13,13,13,3,13,12,7,13
188,12,9,8,12,6,11,11,7,7,7,5,9,5,10,11
189,5,6,14,4,9,3,3,2,3,4,4,6,2,4,2
190,6,3,1,6,14,5,5,5,1,6,15,3,14,6,6
191,1,5,5,1,1,1,1,1,9,1,1,1,1,1,1
192,15,15,15,15,15,15,15,15,15,15,14,15,15,15,15
193,14,11,10,14,11,13,12,9,8,9,9,11,9,13,9
194,4,4,4,5,12,6,6,6,5,3,6,5,6,3,4
