Candidate,Shuffle0_Trial0,Shuffle0_Trial1,Shuffle0_Trial2,Shuffle0_Trial3,Shuffle0_Trial4,Shuffle1_Trial0,Shuffle1_Trial1,Shuffle1_Trial2,Shuffle1_Trial3,Shuffle1_Trial4,Shuffle2_Trial0,Shuffle2_Trial1,Shuffle2_Trial2,Shuffle2_Trial3,Shuffle2_Trial4
210,15,11,11,11,11,15,9,15,11,11,15,13,15,15,14
211,2,2,3,2,3,2,2,2,2,2,2,2,2,2,2
212,14,12,12,12,12,14,10,11,13,15,13,8,13,13,15
213,6,3,1,4,4,4,3,4,3,9,5,7,4,5,5
214,4,7,7,3,2,3,7,3,5,3,3,5,3,6,3
215,5,8,8,8,6,5,4,6,4,10,6,3,6,9,10
216,1,1,6,1,1,1,1,1,1,1,1,1,1,1,1
217,3,9,9,5,7,6,6,5,7,8,10,4,10,10,6
218,8,5,4,6,8,9,8,8,9,5,9,11,8,7,8
219,11,6,2,7,9,10,12,9,12,7,8,12,9,8,9
220,13,13,13,13,13,13,13,13,10,14,14,14,14,14,13
221,12,10,10,10,10,8,15,10,15,6,7,15,7,4,7
222,10,14,14,14,14,12,14,14,8,13,11,9,11,11,11
223,9,15,15,15,15,11,11,12,14,12,12,10,12,12,12
224,7,4,5,9,5,7,5,7,6,4,4,6,5,3,4
