Candidate,Shuffle0_Trial0,Shuffle0_Trial1,Shuffle0_Trial2,Shuffle0_Trial3,Shuffle0_Trial4,Shuffle1_Trial0,Shuffle1_Trial1,Shuffle1_Trial2,Shuffle1_Trial3,Shuffle1_Trial4,Shuffle2_Trial0,Shuffle2_Trial1,Shuffle2_Trial2,Shuffle2_Trial3,Shuffle2_Trial4
195,15,15,15,12,15,13,13,14,14,13,14,14,14,13,14
196,14,14,14,14,14,14,14,15,15,14,13,13,13,14,13
197,6,6,6,5,6,7,7,7,5,7,6,8,7,6,6
198,4,4,4,6,4,4,2,3,4,3,4,4,5,4,5
199,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
200,10,11,10,10,10,10,9,8,10,6,9,10,10,10,10
201,11,9,11,11,11,12,11,11,11,11,11,11,11,11,11
202,2,2,3,3,3,3,3,4,3,2,2,2,2,2,2
203,9,10,9,8,9,8,8,9,9,8,8,9,9,9,9
204,5,5,5,4,5,5,4,2,6,4,7,7,6,7,7
205,3,3,2,2,2,2,5,5,2,9,3,3,3,3,3
206,13,13,13,13,13,15,15,13,13,15,15,15,15,15,15
207,12,12,12,15,12,11,12,12,12,12,10,12,12,12,12
208,8,7,8,9,7,6,6,6,8,5,12,5,8,8,8
209,7,8,7,7,8,9,10,10,7,10,5,6,4,5,4
