Candidate,Shuffle0_Trial0,Shuffle0_Trial1,Shuffle0_Trial2,Shuffle0_Trial3,Shuffle0_Trial4,Shuffle1_Trial0,Shuffle1_Trial1,Shuffle1_Trial2,Shuffle1_Trial3,Shuffle1_Trial4,Shuffle2_Trial0,Shuffle2_Trial1,Shuffle2_Trial2,Shuffle2_Trial3,Shuffle2_Trial4
60,3,2,4,5,4,2,3,2,3,3,4,3,8,3,8
61,12,9,13,10,9,11,9,10,9,9,10,9,9,6,9
62,14,11,8,11,12,14,12,12,12,12,12,12,11,8,11
63,2,6,2,2,6,3,2,4,2,2,2,2,2,2,2
64,13,10,14,9,10,12,10,9,10,10,11,10,10,9,10
65,7,4,6,3,7,6,7,7,7,6,6,5,3,7,4
66,11,12,12,12,11,13,11,11,11,11,9,11,12,13,12
67,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1
68,4,5,3,4,2,5,8,6,8,5,3,7,7,5,5
69,10,13,10,14,14,9,13,13,13,13,14,14,13,11,13
70,15,15,15,15,15,15,15,15,15,15,15,15,15,14,15
71,9,14,11,13,13,10,14,14,14,14,13,13,14,12,14
72,6,3,7,7,3,7,6,8,6,8,7,4,4,10,3
73,8,8,9,8,8,8,5,1,5,7,8,8,5,15,6
74,5,7,5,6,5,4,4,5,4,4,5,6,6,4,7
