Candidate,Shuffle0_Trial0,Shuffle0_Trial1,Shuffle0_Trial2,Shuffle0_Trial3,Shuffle0_Trial4,Shuffle1_Trial0,Shuffle1_Trial1,Shuffle1_Trial2,Shuffle1_Trial3,Shuffle1_Trial4,Shuffle2_Trial0,Shuffle2_Trial1,Shuffle2_Trial2,Shuffle2_Trial3,Shuffle2_Trial4
75,12,10,8,10,9,5,8,6,8,7,9,12,8,11,10
76,8,6,9,6,8,13,13,11,6,13,10,7,11,10,11
77,11,12,12,12,14,10,11,12,15,11,13,9,12,13,12
78,15,14,14,15,15,15,14,15,5,15,15,15,15,15,15
79,4,5,4,5,3,4,7,5,10,6,4,8,4,7,6
80,6,11,5,11,7,7,6,9,7,9,5,10,5,5,7
81,14,15,15,14,5,14,15,14,4,14,14,14,14,14,14
82,2,2,2,2,2,2,2,3,3,2,3,2,2,2,2
83,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1
84,9,3,10,3,11,12,4,4,12,5,11,5,9,9,3
85,3,4,6,4,6,8,5,7,9,4,6,3,6,3,4
86,7,8,7,8,10,9,10,8,11,10,7,11,7,6,8
87,5,9,3,9,4,3,3,2,1,3,2,4,3,4,5
88,10,7,11,7,13,11,12,13,14,12,8,6,10,8,9
89,13,13,13,13,12,6,9,10,13,8,12,13,13,12,13
