Candidate,Shuffle0_Trial0,Shuffle0_Trial1,Shuffle0_Trial2,Shuffle0_Trial3,Shuffle0_Trial4,Shuffle1_Trial0,Shuffle1_Trial1,Shuffle1_Trial2,Shuffle1_Trial3,Shuffle1_Trial4,Shuffle2_Trial0,Shuffle2_Trial1,Shuffle2_Trial2,Shuffle2_Trial3,Shuffle2_Trial4
225,12,11,14,12,12,14,11,14,11,11,11,11,6,12,6
226,15,15,15,15,15,8,14,13,14,14,15,15,12,15,12
227,13,14,6,14,14,5,15,7,15,15,14,14,14,14,15
228,4,10,4,4,4,4,4,4,4,4,4,4,3,4,
229,8,9,10,11,11,9,6,8,7,6,7,6,10,5,9
230,3,3,3,3,3,3,3,3,3,3,3,3,5,3,5
231,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3
232,7,5,9,10,6,12,9,12,8,9,5,9,7,8,11
233,5,4,8,9,5,15,12,15,12,12,10,12,13,10,13
234,9,8,12,8,9,10,7,9,6,5,8,10,4,9,4
235,6,6,7,7,7,11,10,11,9,8,6,8,9,6,10
236,11,7,11,6,10,6,5,5,5,7,12,7,8,7,7
237,14,13,5,13,13,7,13,6,13,13,13,13,15,13,14
238,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
239,10,12,13,5,8,13,8,10,10,10,9,5,11,11,8
