Candidate,Shuffle0_Trial0,Shuffle0_Trial1,Shuffle0_Trial2,Shuffle0_Trial3,Shuffle0_Trial4,Shuffle1_Trial0,Shuffle1_Trial1,Shuffle1_Trial2,Shuffle1_Trial3,Shuffle1_Trial4,Shuffle2_Trial0,Shuffle2_Trial1,Shuffle2_Trial2,Shuffle2_Trial3,Shuffle2_Trial4
255,5,4,5,3,6,7,5,5,4,6,1,2,2,2,1
256,8,9,8,13,1,8,8,2,10,1,8,1,1,1,8
257,15,15,14,15,14,15,15,15,15,15,15,15,14,14,15
258,7,7,10,6,7,4,6,6,5,8,6,7,8,7,6
259,4,5,11,4,4,5,4,7,6,9,4,6,5,5,5
260,1,1,3,2,2,1,1,1,1,3,5,3,6,6,4
261,12,13,9,12,10,13,13,13,13,13,13,13,10,9,13
262,3,2,2,1,3,2,2,4,2,5,2,4,3,3,3
263,10,10,7,10,9,9,10,9,8,11,9,10,11,10,11
264,6,6,6,5,8,3,3,3,3,4,3,5,4,4,2
265,11,11,12,11,12,11,11,12,9,12,12,12,13,13,12
266,2,3,4,7,5,6,7,8,7,7,7,8,7,8,7
267,13,12,13,8,11,10,9,11,11,10,10,9,12,11,10
268,9,8,15,9,15,12,12,10,12,2,11,11,9,12,9
269,14,14,1,14,13,14,14,14,14,14,14,14,15,15,14
