Candidate,Shuffle0_Trial0,Shuffle0_Trial1,Shuffle0_Trial2,Shuffle0_Trial3,Shuffle0_Trial4,Shuffle1_Trial0,Shuffle1_Trial1,Shuffle1_Trial2,Shuffle1_Trial3,Shuffle1_Trial4,Shuffle2_Trial0,Shuffle2_Trial1,Shuffle2_Trial2,Shuffle2_Trial3,Shuffle2_Trial4
105,12,12,12,12,1,6,9,8,8,7,11,11,12,12,11
106,15,15,13,14,13,15,15,15,14,14,15,15,14,15,15
107,10,10,10,10,9,9,11,9,9,8,10,10,11,11,10
108,13,13,15,13,14,12,13,13,15,12,13,13,15,7,13
109,9,9,9,9,11,11,12,11,11,10,8,8,9,9,8
110,5,4,2,2,7,4,4,3,4,4,6,6,6,6,6
111,4,3,3,3,6,2,3,4,2,2,2,2,2,2,2
112,14,14,14,15,15,14,14,14,13,13,14,14,13,14,14
113,2,2,5,5,3,13,6,6,6,5,4,4,4,3,3
114,11,11,11,11,5,8,10,10,10,9,9,9,10,10,9
115,7,7,7,7,12,7,8,7,7,6,7,7,7,8,7
116,8,8,8,8,10,10,7,12,12,11,12,12,8,13,12
117,3,5,4,4,4,3,2,2,3,3,3,3,3,4,4
118,6,6,6,6,8,5,5,5,5,15,5,5,5,5,5
119,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1
