Candidate,Shuffle0_Trial0,Shuffle0_Trial1,Shuffle0_Trial2,Shuffle0_Trial3,Shuffle0_Trial4,Shuffle1_Trial0,Shuffle1_Trial1,Shuffle1_Trial2,Shuffle1_Trial3,Shuffle1_Trial4,Shuffle2_Trial0,Shuffle2_Trial1,Shuffle2_Trial2,Shuffle2_Trial3,Shuffle2_Trial4
60,5,5,5,5,5,6,6,6,6,5,5,6,5,5,5
61,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2
62,15,15,15,15,15,14,15,14,15,15,14,15,15,14,15
63,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
64,12,11,12,12,12,12,12,12,12,12,13,12,13,12,13
65,9,9,9,9,9,9,9,8,9,9,8,8,8,8,8
66,8,8,8,8,8,8,8,9,8,8,9,9,9,9,9
67,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1
68,4,4,4,4,4,4,4,4,4,4,4,5,4,4,4
69,6,6,6,6,6,7,7,7,7,6,6,7,6,6,6
70,14,14,14,14,14,15,14,15,14,14,15,14,12,15,12
71,11,10,10,11,11,11,10,10,11,11,11,10,11,11,11
72,10,12,11,10,10,10,11,11,10,10,10,11,10,10,10
73,13,13,13,13,13,13,13,13,13,13,12,13,14,13,14
74,7,7,7,7,7,5,5,5,5,7,7,4,7,7,7
