Candidate,Shuffle0_Trial0,Shuffle0_Trial1,Shuffle0_Trial2,Shuffle0_Trial3,Shuffle0_Trial4,Shuffle1_Trial0,Shuffle1_Trial1,Shuffle1_Trial2,Shuffle1_Trial3,Shuffle1_Trial4,Shuffle2_Trial0,Shuffle2_Trial1,Shuffle2_Trial2,Shuffle2_Trial3,Shuffle2_Trial4
285,14,14,13,13,14,14,15,14,13,14,14,14,14,14,14
286,4,4,4,4,4,4,4,4,4,4,5,4,5,4,5
287,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2
288,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3
289,7,7,8,7,8,7,8,6,7,6,7,6,7,6,7
290,8,8,9,8,10,9,6,8,9,9,8,9,9,9,6
291,13,13,14,14,13,13,14,13,14,13,13,13,13,13,13
292,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
293,15,15,15,15,15,15,12,10,15,15,15,15,15,15,15
294,10,11,6,10,6,11,10,11,11,11,10,10,10,10,11
295,6,6,10,6,9,8,7,7,8,7,6,7,6,7,8
296,9,9,7,9,7,6,9,9,6,8,9,8,8,8,9
297,11,10,11,11,11,10,11,15,10,10,12,11,11,11,10
298,5,5,5,5,5,5,5,5,5,5,4,5,4,5,4
299,12,12,12,12,12,12,13,12,12,12,11,12,12,12,12
