Candidate,Shuffle0_Trial0,Shuffle0_Trial1,Shuffle0_Trial2,Shuffle0_Trial3,Shuffle0_Trial4,Shuffle1_Trial0,Shuffle1_Trial1,Shuffle1_Trial2,Shuffle1_Trial3,Shuffle1_Trial4,Shuffle2_Trial0,Shuffle2_Trial1,Shuffle2_Trial2,Shuffle2_Trial3,Shuffle2_Trial4
75,9,9,9,9,9,9,4,9,9,8,9,7,3,8,9
76,12,11,12,12,8,11,10,11,11,11,10,12,11,11,10
77,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15
78,6,7,7,6,7,6,7,7,7,7,7,9,8,7,7
79,3,4,4,4,4,3,5,4,2,5,4,6,7,4,4
80,7,6,6,7,6,7,8,6,6,6,6,8,6,6,6
81,4,3,3,3,3,5,3,3,3,4,3,3,4,3,3
82,1,5,5,5,5,2,6,5,5,2,5,5,5,5,5
83,2,2,1,1,2,1,1,2,1,1,2,2,2,2,2
84,11,13,11,11,12,12,12,12,13,12,13,13,13,13,12
85,8,8,8,8,10,8,9,8,8,9,8,10,10,9,8
86,10,10,10,10,11,10,11,10,10,10,11,11,9,10,11
87,5,1,2,2,1,4,2,1,4,3,1,1,1,1,1
88,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14
89,13,12,13,13,13,13,13,13,12,13,12,4,12,12,13
