Candidate,Shuffle0_Trial0,Shuffle0_Trial1,Shuffle0_Trial2,Shuffle0_Trial3,Shuffle0_Trial4,Shuffle1_Trial0,Shuffle1_Trial1,Shuffle1_Trial2,Shuffle1_Trial3,Shuffle1_Trial4,Shuffle2_Trial0,Shuffle2_Trial1,Shuffle2_Trial2,Shuffle2_Trial3,Shuffle2_Trial4
225,14,15,14,14,14,14,14,14,14,15,14,14,14,14,14
226,8,8,8,8,8,8,8,8,8,9,8,8,8,8,8
227,5,5,5,6,7,5,6,5,5,5,6,6,5,5,5
228,4,4,4,2,2,4,1,1,4,1,3,1,4,4,1
229,10,10,10,10,10,10,10,10,10,11,10,10,10,10,10
230,3,3,3,4,4,3,4,4,3,4,4,4,3,3,4
231,2,2,2,3,3,2,3,3,2,3,2,3,2,2,3
232,11,12,11,11,11,11,11,11,11,12,11,11,11,11,11
233,15,11,15,15,15,15,15,15,15,7,15,15,15,15,15
234,9,9,9,9,9,9,9,9,9,10,9,9,9,9,9
235,12,13,12,12,12,12,12,12,12,14,12,12,12,12,12
236,7,7,7,7,6,7,7,7,6,8,5,7,7,7,7
237,6,6,6,5,5,6,5,6,7,6,7,5,6,6,6
238,1,1,1,1,1,1,2,2,1,2,1,2,1,1,2
239,13,14,13,13,13,13,13,13,13,13,13,13,13,13,13
