Candidate,Shuffle0_Trial0,Shuffle0_Trial1,Shuffle0_Trial2,Shuffle0_Trial3,Shuffle0_Trial4,Shuffle1_Trial0,Shuffle1_Trial1,Shuffle1_Trial2,Shuffle1_Trial3,Shuffle1_Trial4,Shuffle2_Trial0,Shuffle2_Trial1,Shuffle2_Trial2,Shuffle2_Trial3,Shuffle2_Trial4
135,15,10,10,15,13,12,12,10,13,13,12,12,13,12,13
136,5,5,5,5,5,6,6,8,6,6,8,7,6,5,6
137,8,8,8,8,8,9,10,9,10,9,9,9,9,8,8
138,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
139,13,14,14,13,14,14,14,14,15,14,15,14,15,15,15
140,12,11,11,10,10,10,11,12,11,11,11,11,11,11,11
141,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
142,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
143,14,15,15,14,15,15,15,15,14,15,14,15,14,14,14
144,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
145,11,13,12,12,12,11,13,13,12,12,13,13,12,13,12
146,6,6,6,6,6,5,5,7,5,5,7,8,5,6,5
147,10,12,13,11,11,13,9,11,9,10,10,10,10,10,10
148,7,7,7,7,7,7,7,6,8,8,6,6,7,7,7
149,9,9,9,9,9,8,8,5,7,7,5,5,8,9,9
