Candidate,Shuffle0_Trial0,Shuffle0_Trial1,Shuffle0_Trial2,Shuffle0_Trial3,Shuffle0_Trial4,Shuffle1_Trial0,Shuffle1_Trial1,Shuffle1_Trial2,Shuffle1_Trial3,Shuffle1_Trial4,Shuffle2_Trial0,Shuffle2_Trial1,Shuffle2_Trial2,Shuffle2_Trial3,Shuffle2_Trial4
240,4,4,4,4,4,4,6,5,5,6,4,6,5,5,8
241,10,11,11,11,11,11,10,10,10,10,11,10,10,11,10
242,13,13,14,14,14,14,13,13,12,12,14,13,14,14,13
243,8,9,9,9,9,9,9,8,9,9,8,2,7,8,3
244,9,7,7,7,7,7,7,6,7,7,7,3,6,7,2
245,3,3,3,3,3,3,3,4,3,3,3,11,3,3,12
246,7,8,8,8,8,8,8,7,8,8,9,8,8,9,11
247,1,1,1,1,1,1,1,2,1,1,1,12,1,1,6
248,2,2,2,2,2,2,2,3,2,2,2,7,2,2,7
249,6,5,6,5,6,5,4,1,4,4,5,1,4,4,1
250,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15
251,5,6,5,6,5,6,5,9,6,5,6,4,12,6,5
252,11,12,12,12,12,12,11,12,11,11,12,5,11,12,4
253,12,10,10,10,10,10,14,11,14,14,10,9,9,10,9
254,14,14,13,13,13,13,12,14,13,13,13,14,13,13,14
