Candidate,Shuffle0_Trial0,Shuffle0_Trial1,Shuffle0_Trial2,Shuffle0_Trial3,Shuffle0_Trial4,Shuffle1_Trial0,Shuffle1_Trial1,Shuffle1_Trial2,Shuffle1_Trial3,Shuffle1_Trial4,Shuffle2_Trial0,Shuffle2_Trial1,Shuffle2_Trial2,Shuffle2_Trial3,Shuffle2_Trial4
165,13,12,13,12,11,13,13,13,13,12,13,14,14,14,14
166,14,14,14,14,14,14,14,14,14,13,14,12,13,13,13
167,8,8,8,8,7,7,7,6,7,7,8,8,8,8,8
168,6,6,6,6,6,5,5,2,5,5,6,6,6,6,6
169,10,10,10,10,10,9,9,11,8,9,11,10,9,11,9
170,5,5,5,5,5,4,4,5,4,4,5,5,5,5,5
171,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3
172,15,15,15,15,15,15,15,15,15,14,15,15,15,15,15
173,11,11,11,11,12,11,12,12,11,11,7,7,11,7,11
174,12,13,12,13,13,12,6,7,12,6,12,13,12,12,12
175,4,4,4,4,4,10,11,9,10,15,4,4,4,4,4
176,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
177,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2
178,9,9,9,9,9,8,10,10,9,10,10,11,10,10,10
179,7,7,7,7,8,6,8,8,6,8,9,9,7,9,7
