Candidate,Shuffle0_Trial0,Shuffle0_Trial1,Shuffle0_Trial2,Shuffle0_Trial3,Shuffle0_Trial4,Shuffle1_Trial0,Shuffle1_Trial1,Shuffle1_Trial2,Shuffle1_Trial3,Shuffle1_Trial4,Shuffle2_Trial0,Shuffle2_Trial1,Shuffle2_Trial2,Shuffle2_Trial3,Shuffle2_Trial4
255,6,4,3,6,8,7,8,7,7,7,8,3,3,8,9
256,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
257,5,12,11,7,4,3,3,3,4,3,4,6,10,3,3
258,12,14,15,14,13,12,13,13,12,12,12,13,13,14,13
259,14,10,9,13,14,14,14,12,14,14,11,14,14,13,14
260,3,11,12,9,3,5,5,5,3,5,3,7,5,5,5
261,13,2,2,2,6,13,6,8,13,13,14,9,12,12,12
262,4,3,8,8,5,4,4,4,5,4,5,8,6,4,4
263,8,13,10,11,9,8,10,9,9,9,13,10,9,11,11
264,7,6,6,4,7,6,7,6,8,6,6,5,11,6,10
265,15,8,14,15,15,15,15,15,15,15,15,15,15,15,15
266,11,9,5,10,11,9,11,10,10,10,10,12,8,10,7
267,9,5,7,3,10,10,9,11,6,8,7,4,4,7,8
268,2,15,13,12,2,2,2,2,2,2,2,2,2,2,2
269,10,7,4,5,12,11,12,14,11,11,9,11,7,9,6
