Candidate,Shuffle0_Trial0,Shuffle0_Trial1,Shuffle0_Trial2,Shuffle0_Trial3,Shuffle0_Trial4,Shuffle1_Trial0,Shuffle1_Trial1,Shuffle1_Trial2,Shuffle1_Trial3,Shuffle1_Trial4,Shuffle2_Trial0,Shuffle2_Trial1,Shuffle2_Trial2,Shuffle2_Trial3,Shuffle2_Trial4
120,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15
121,9,9,9,11,10,9,12,12,12,12,9,9,9,9,9
122,13,13,13,14,13,13,13,13,13,13,13,13,13,13,13
123,14,14,14,13,14,14,14,14,14,14,14,14,14,14,14
124,12,12,12,9,9,12,9,9,9,9,12,12,12,12,12
125,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
126,4,3,2,2,4,2,4,4,2,4,2,4,2,4,4
127,5,7,6,6,5,5,5,5,5,5,4,5,4,5,5
128,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3
129,6,5,5,5,6,6,6,6,6,7,6,6,6,6,6
130,10,10,10,10,11,10,11,11,11,10,10,10,10,10,10
131,7,6,7,7,7,7,7,7,7,6,7,7,7,7,7
132,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
133,11,11,11,12,12,11,10,10,10,11,11,11,11,11,11
134,2,4,4,4,2,4,2,2,4,2,5,2,5,2,2
