Candidate,Shuffle0_Trial0,Shuffle0_Trial1,Shuffle0_Trial2,Shuffle0_Trial3,Shuffle0_Trial4,Shuffle1_Trial0,Shuffle1_Trial1,Shuffle1_Trial2,Shuffle1_Trial3,Shuffle1_Trial4,Shuffle2_Trial0,Shuffle2_Trial1,Shuffle2_Trial2,Shuffle2_Trial3,Shuffle2_Trial4
210,13,13,13,12,13,11,12,12,12,11,14,13,11,14,12
211,2,1,2,1,2,2,2,1,2,2,2,1,2,1,2
212,9,6,8,9,9,10,10,9,10,10,10,10,10,4,10
213,7,9,6,7,6,6,6,6,6,6,6,6,6,12,6
214,3,4,3,3,3,3,3,2,3,3,3,2,3,6,3
215,6,8,5,6,5,5,5,7,5,5,5,5,5,10,5
216,1,3,1,2,1,1,1,4,1,1,1,3,1,5,1
217,8,5,9,8,8,8,8,8,8,8,7,7,8,3,7
218,12,11,12,11,12,12,11,11,13,12,13,12,12,15,13
219,11,12,11,13,11,13,13,13,14,13,12,14,13,8,14
220,14,14,14,14,14,14,14,14,11,14,11,11,14,13,11
221,15,15,15,15,15,15,15,15,15,15,15,15,15,7,15
222,10,10,10,10,10,9,9,10,9,9,9,9,9,9,9
223,5,7,7,5,7,7,7,5,7,7,8,8,7,11,8
224,4,2,4,4,4,4,4,3,4,4,4,4,4,2,4
