Candidate,Shuffle0_Trial0,Shuffle0_Trial1,Shuffle0_Trial2,Shuffle0_Trial3,Shuffle0_Trial4,Shuffle1_Trial0,Shuffle1_Trial1,Shuffle1_Trial2,Shuffle1_Trial3,Shuffle1_Trial4,Shuffle2_Trial0,Shuffle2_Trial1,Shuffle2_Trial2,Shuffle2_Trial3,Shuffle2_Trial4
270,1,1,4,1,1,5,1,1,1,1,1,1,1,1,1
271,6,6,1,6,6,1,9,6,6,9,4,6,6,4,6
272,3,3,3,3,3,4,3,3,3,3,2,3,3,3,3
273,2,2,5,2,2,6,2,2,2,2,3,2,2,2,2
274,4,4,6,4,4,7,4,4,4,4,6,4,4,6,4
275,10,9,10,9,10,9,8,9,7,8,9,7,9,10,8
276,7,11,2,11,7,2,11,11,11,11,11,11,10,7,11
277,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14
278,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15
279,12,12,12,12,13,12,12,12,13,13,13,13,13,13,13
280,11,10,11,10,11,11,10,10,10,10,10,10,11,11,10
281,13,13,13,13,12,13,13,13,12,12,12,12,12,12,12
282,5,5,8,5,5,8,5,5,5,5,5,5,5,5,5
283,8,7,7,7,8,3,6,7,9,6,7,9,7,8,7
284,9,8,9,8,9,10,7,8,8,7,8,8,8,9,9
