Candidate,Shuffle0_Trial0,Shuffle0_Trial1,Shuffle0_Trial2,Shuffle0_Trial3,Shuffle0_Trial4,Shuffle1_Trial0,Shuffle1_Trial1,Shuffle1_Trial2,Shuffle1_Trial3,Shuffle1_Trial4,Shuffle2_Trial0,Shuffle2_Trial1,Shuffle2_Trial2,Shuffle2_Trial3,Shuffle2_Trial4
285,8,14,3,4,3,13,6,6,12,6,5,6,15,5,10
286,15,9,15,12,15,4,8,,5,10,10,3,6,2,14
287,9,2,11,13,1,2,11,3,2,2,1,1,2,1,15
288,14,3,10,7,11,3,9,2,3,4,2,2,3,3,16
289,10,11,5,8,5,7,13,10,11,14,4,5,5,11,9
290,11,7,8,2,2,8,2,5,8,13,8,10,4,10,2
291,6,13,9,,9,10,14,14,14,5,14,8,14,6,5
292,13,1,13,6,6,1,1,1,1,3,3,4,1,4,12
293,5,5,2,10,14,15,7,,15,1,13,15,13,8,1
294,2,15,6,5,4,14,15,,6,,15,9,12,13,6
295,1,10,4,9,12,6,4,7,10,7,6,11,7,9,8
296,7,4,14,14,10,9,12,4,7,8,12,12,8,12,11
297,3,8,1,3,13,11,3,9,13,11,11,7,11,14,7
298,12,6,12,15,7,5,10,8,4,9,9,14,10,15,13
299,4,11,7,1,8,12,5,12,9,,7,13,9,7,4
